ID,日本語名,英語名,タイプ,国,4軸,次数,接続先（上位5）,定義（100字）,追加接続先（手動入力）
SCS-0646,中小企業コンプライアンスの多部門協調,Multi-Department Coordination for SME Compliance,mechanism,CN,"官民関係, ガバナンス",2,中国人民銀行; 中小企業コンプライアンス指導意見（中国2025年）,中小企業コンプライアンス指導意見が15の政府部門（工信部、中央宣伝部、網信弁、財政部、人社部、生態環境部、商務部、応急管理部、人民銀行、市場監管総局、知識産権局、外匯管理局、全国総工会、全国工商連合会,
SCS-0009,連合懲戒覚書,Joint Punishment Memorandum,policy,CN,"ガバナンス, 官民関係",1,連合懲戒,異なる機関・公民セクター間で連合懲戒を調整するために締結される覚書。2019年末までに国家レベルで約50件が存在,
SCS-0019,司法公信力,Judicial Credibility,theory,CN,ガバナンス,1,司法公信建設,司法判決の執行可能性に基づく司法システムの信頼性。執行力の欠如は社会的信頼を弱め、当事者の誠実さにも影響,
SCS-0021,高消費制限,High-expenditure Restrictions,mechanism,CN,インセンティブ設計,1,ブラックリスト,ブラックリスト掲載者に対する航空券・高速鉄道・高級ホテル等の利用制限、子女の私立学校入学制限など,
SCS-0032,データ分析フェーズ,Data Analytics Phase,mechanism,CN,"インセンティブ設計, データフロー",1,3フェーズモデル,統合されたデータを使用して政府事務・司法事務・社会活動・商業活動の4領域で社会信用スコアリングを行い、報酬・罰則メカニズムを適用するフェーズ,
SCS-0034,連合奨励,Joint Reward/Incentive,mechanism,CN,"インセンティブ設計, ガバナンス",1,信用情報公開制度,信用良好な主体に対する複数機関にまたがる優遇措置。公共サービスへの優先アクセス、行政手続きの簡素化、取引コストの低減を含む,
SCS-0041,档案（ダンアン）,Dang'an (Personal Archives),mechanism,CN,データフロー,1,戸籍（フーコウ）,ID番号、雇用記録、教育データなどを含む個人情報アーカイブシステム。通常、個人はアクセス不可,
SCS-0043,三角債務,Triangle Debt,phenomenon,CN,ガバナンス,1,社会信用システム,1990年代に顕在化した企業間の連鎖的な債務不履行問題。SCS構築の初期的動機となった,
SCS-0044,企業環境信用評価,Enterprise Environmental Credit Evaluation,mechanism,CN,"インセンティブ設計, データフロー",1,環境信用建設,企業の環境信用を評価する制度。汚染防止、生態保護、環境管理、社会監督の4カテゴリ21変数で100点満点評価,
SCS-0046,天網プロジェクト,Sky Net Project,data_system,CN,データフロー,1,国家監視インフラ,2000万台以上のカメラを設置した中国の都市監視システム。顔認識による個人追跡を可能にする,
SCS-0056,データ可用不可見原則,Data Available But Not Visible Principle,mechanism,CN,"データフロー, ガバナンス",1,アルゴリズムガバナンス,情報漏洩リスクを最小化するためのデータガバナンス原則。ブロックチェーン技術を導入してデータ処理過程のトレーサビリティとセキュリティを確保しつつ、データ活用を可能にする。,
SCS-0060,信易貸,Xinyidai Credit-based Lending,mechanism,CN,"データフロー, インセンティブ設計, 官民関係",1,全国信用情報共有プラットフォーム,信用情報に基づく中小微企業向け融資促進メカニズム。信用情報共有を通じて信用を融資に転換。,
SCS-0068,暴力団情報データベース接続,Anti-Organized Crime Database Connection,mechanism,JP,"データフロー, 官民関係, ガバナンス",1,反社データベース,銀行界と警察庁暴力団情報データベースを接続し、反社会的勢力との関係遮断を徹底するためのシステム。預金保険機構を介して接続を実施。対象取引は新規の個人向け融資等、対象者は個人の融資申込者等。2018年1,
SCS-0069,反社会的勢力スクリーニング,Anti-Social Forces Screening,mechanism,JP,"データフロー, インセンティブ設計, ガバナンス",1,反社データベース,金融機関が融資審査等において暴力団等の反社会的勢力を排除するための確認プロセス。警察庁データベースを活用し、個人向け融資申込者等を審査対象とする。,
SCS-0073,両書同時送達,Two Documents Simultaneous Delivery,policy,CN,"インセンティブ設計, ガバナンス",1,信用修復,行政処罰決定書または重度失信主体名簿登載決定書を送達する際に、同時に信用修復告知書を送達するモデル。,
SCS-0074,破産再整信用一時回復,Bankruptcy Reorganization Credit Restoration,mechanism,CN,"インセンティブ設計, 官民関係, ガバナンス",1,信用修復,破産再整・破産和解期間中の企業が、人民法院の再整計画認可裁定書を提出して信用修復を申請し、一時的に信用を回復させるメカニズム。,
SCS-0079,環境信用監管体系,Environmental Credit Regulatory System,mechanism,CN,"データフロー, インセンティブ設計, ガバナンス",1,環境社会信用システム,企業環境情報の強制的披露を信用管理に組み込み、環境違反を信用記録に記載するシステム。企業信用評価の重要指標として機能し、分級分類監管を実現。生態環境部・省・市三級の企業環境情報依法披露システムとして構,
SCS-0088,市場参入規制,Market Access Controls,mechanism,CN,"ガバナンス, インセンティブ設計",1,規制メカニズムとしてのSCS,CSCSに基づき、業界全体で企業の市場参入を制限する仕組み。,
SCS-0092,市場信頼性,Market Trustworthiness,theory,INTL,"インセンティブ設計, 官民関係",1,守信奨励・失信懲戒,CSCSが追求する目標概念。消費者・企業・規制当局・貸し手間の信頼構築を通じた市場環境の改善。,
SCS-0098,親会社-支店間信用関係,Parent-Branch Credit Relationship,mechanism,CN,ガバナンス,1,ブラックリスト,親会社と支店の社会信用ステータスの関係。複数の店舗が各1件の違反を受けた場合に親会社がブラックリスト入りするかどうかなど。,
SCS-0101,信用（信頼性）,Xingyong (Credit/Trustworthiness),theory,INTL,インセンティブ設計,1,守信奨励・失信懲戒,中国語の「信用」は「信頼性」と訳す方が適切。基本的信頼性、正直なビジネス取引、債務の期限内返済、契約履行、規制遵守義務の多面的概念。,
SCS-0105,ブラックリスト制裁,Blacklist Sanctions,mechanism,CN,"ガバナンス, インセンティブ設計",1,ブラックリスト,ブラックリスト登載企業に対する制裁措置。株式・社債発行制限、環境・安全検査頻度増加、外国為替枠制限、政府調達入札禁止、科学技術プロジェクト承認拒否、融資制限、政府補助金資格喪失など。,
SCS-0107,米国信用システムの影響,U.S. Credit System Influence,theory,"CN,US","ガバナンス, インセンティブ設計",1,社会信用システム,中国社会信用システムが西洋の金融信用格付けシステム、特に米国の信用法から設計上のインスピレーションを得たこと。債務返済履歴の全国収集と、一つの義務不履行が他の分野に波及する経済罰メカニズムを参照。,
SCS-0112,地方レベル社会信用政策,Local-level Social Credit Policies,policy,CN,ガバナンス,1,省レベルCSCS実施のばらつき,省・市・区政府が策定する社会信用規制・データ収集インフラ・社会信用施策。数千の政策が存在し、地方の条例やインセンティブスキームを含む。,
SCS-0119,農民工賃金未払いブラックリスト,Migrant Worker Wage Blacklist,mechanism,CN,"ガバナンス, インセンティブ設計",1,ブラックリスト,人力資源・社会保障部が管理する、農民工（出稼ぎ労働者）への賃金未払い企業を対象とするブラックリスト。,
SCS-0120,ブラックリスト最低期間,Blacklist Minimum Duration,mechanism,CN,"ガバナンス, インセンティブ設計",1,ブラックリスト,ブラックリスト登載企業が解除申請前に最低限リストに留まる必要がある期間。違反の重大度に応じて最低3-6ヶ月、最長5年。,
SCS-0121,信用修復講座,Credit Repair Course,mechanism,CN,インセンティブ設計,1,信用修復,政府認定の信用サービス機関が提供する信用修復コース。一般的不誠実行為の場合、経営者がこの講座を受講することでリスト解除を促進可能。,
SCS-0125,中小零細企業信用評価問題,MSME Credit Assessment Problem,phenomenon,CN,"データフロー, 官民関係",1,個人信用スコアとその規範（大屋2023）,中国の貸し手・規制当局が長年直面してきた民間事業、特に中小零細企業の信用力評価困難。社会信用データが金融信用データの補完として活用される背景。,
SCS-0131,外商投資企業報告制度,Foreign Investment Enterprise (FIE) Reporting,policy,CN,"データフロー, ガバナンス",1,国家市場監督管理総局,2019年12月に国家市場監督管理総局と商務部が発表した規制。全ての外商投資企業に対し、外国投資家と実質的支配者に関する年次投資報告書の提出を義務付ける。報告義務の不履行や虚偽情報の提出には罰則があり,
SCS-0132,中央・地方実施ギャップ,Central-Local Implementation Gap,phenomenon,CN,"ガバナンス, 官民関係",1,政策先導推進型,中央政府と地方政府の政策目標の乖離による実施上の問題。中央は産業合理化と効率的な国民経済を追求するが、地方は雇用・GDP成長・税収最大化を優先し、中央の政策に反して設備投資を奨励したり、規制違反企業の,
SCS-0135,ITA CSCS監視チャネル,ITA CSCS Monitoring Channel,policy,CN,ガバナンス,1,国家監視インフラ,米国商務省国際貿易局（ITA）にCSCS下での米国企業の不公平な扱いを監視する専用チャネルを設置する政策提言。既存の「外国貿易障壁報告」ウェブページに類似したオンラインツールで、米国企業がCSCS下で,
SCS-0141,無打擾監督,No-Disturbance Supervision,mechanism,CN,"ガバナンス, インセンティブ設計",1,分類規制,常熟高新区などで実施されている、企業への負担を最小化する監督方式。信用評価に基づき、信用度の高い企業に対しては検査頻度を下げ、通常の事業活動を妨げない形で監督を行う分類規制の一形態。,
SCS-0142,汚染源オンライン監視プラットフォーム,Online Monitoring Platform for Pollution Sources,data_system,CN,データフロー,1,国家監視インフラ,宜春経済技術開発区などで導入された環境保護用のリアルタイム監視システム。汚染源からのデータを自動収集し、環境規制のコンプライアンス監視に活用。CSCSの環境信用評価と連携する可能性がある。,
SCS-0143,ネットワークセキュリティ等級保護条例,Graded Cybersecurity Protection Regulation,policy,CN,"データフロー, ガバナンス",1,全国信用情報共有プラットフォーム,2018年に公安部が発表した意見募集稿。CSCSに関連するデータセキュリティ要件を定め、信用情報システムのサイバーセキュリティ基準を規定。,
SCS-0144,福喜食品事件,OSI/Husi Food Incident,phenomenon,CN,インセンティブ設計,1,ブラックリスト,2014年に発覚した上海福喜食品（OSI Group子会社）による期限切れ肉販売事件。KFC、マクドナルドへの汚染食品供給が判明し、食品・医薬品の重大違法者リストへの登載、ブラックリスト入りなどCSC,
SCS-0150,反社三段階管理（入口・中間・出口）,Three-Stage Anti-Social Forces Management,mechanism,JP,"インセンティブ設計, ガバナンス",1,暴力団排除条項,日本の金融機関による反社会的勢力対応の枠組み。入口（取引未然防止：反社チェック、暴排条項）、中間管理（事後チェック、内部管理態勢）、出口（取引解消、RCC活用）の三段階で構成。中国SCSの信用ライフサ,
SCS-0160,監視資本主義比較,Surveillance Capitalism Comparison,theory,INTL,"官民関係, ガバナンス",1,国家監視インフラ,Zuboffの監視資本主義概念との比較分析。中国SCSは商業目的の監視に国家統制を重畳させ、行動変容を市場メカニズムではなく行政的誘因で実現する点で異なる。,
SCS-0165,守信激励,Trust-Keeping Incentives (Shouxin Jili),mechanism,CN,インセンティブ設計,1,SCS-0450,信用を守る主体に対する報酬メカニズム。行政審査の簡素化、融資優遇、政府調達優先、表彰公示等の便益を提供。「信用を守れば至る所で便益」の原則を実現。,
SCS-0168,跨部門・跨地域連合奨懲,Cross-Regional Joint Reward and Punishment,mechanism,CN,"データフロー, インセンティブ設計, 官民関係",1,全国信用情報共有プラットフォーム,複数の部門・地域間で信用情報を共有し、連携して報酬・制裁を実施するメカニズム。信用情報の交換・共有を通じて信用奨懲の全国的連携を実現。,
SCS-0174,信用分類管理,Credit Categorization Management,mechanism,CN,"ガバナンス, インセンティブ設計",1,納税信用等級評定制度,信用評価に基づく監督管理の差別化。信用レベルに応じて監督頻度・強度を調整し、守信企業には簡易手続き、失信企業には厳格監督を適用。,
SCS-0182,国家・企業データ混合,State-Corporate Data Commingling,mechanism,INTL,"データフロー, 官民関係",1,官民ネクサス,政府と民間企業間でのデータ共有・相互利用。政府が民間プラットフォームのデータにアクセスし、民間が政府データを活用する双方向の関係。,
SCS-0183,COVID-19健康コードシステム,COVID-19 Health Code System,data_system,CN,"データフロー, ガバナンス",1,データ国家,パンデミック対応で導入された位置追跡・健康状態管理システム。SCSインフラを活用し、移動制限・施設アクセス制御を実施。データ国家の能力拡張事例。,
SCS-0186,桂花分（蘇州）,Osmanthus Score (Suzhou),data_system,CN,"データフロー, インセンティブ設計, 官民関係",1,蘇州桂花スコア,蘇州市が市政府とAnt Financialの協力で導入した市民信用スコア。1300万人の住民に適用。高スコア者に公共交通・図書館等の便益を提供。,
SCS-0187,AI強化早期警戒システム,AI-Enhanced Early Warning System,mechanism,CN,"データフロー, ガバナンス",1,2019年AI指針,2019年国務院指導意見で導入されたビッグデータ・AIを活用したリスク早期警戒メカニズム。追加規制が必要なリスク主体を事前に特定。,
SCS-0188,信用修復メカニズム,Credit Repair Mechanism,mechanism,CN,"インセンティブ設計, ガバナンス",1,ブラックリスト,信用記録の修正・回復を可能にする制度。2019年指導意見で改善が求められ、ブラックリスト登載者が一定条件を満たせば記録を修復できる仕組み。,
SCS-0190,COVID-19信用調整,COVID-19 Credit Adjustments,policy,CN,"インセンティブ設計, ガバナンス",1,パンデミック下のスコアリング反転,COVID-19パンデミックの影響を考慮したSCS運用の調整。経済的困難による債務不履行等を考慮し、信用評価への影響を緩和。,
SCS-0195,パイロット都市制度,Pilot City System,policy,CN,ガバナンス,1,50市町村事例研究,SCS実装を先行的に実験する指定都市群。第1期（2015年）11都市、第2期（2016年）32都市を指定。各都市が独自のスコアリング・報酬罰則システムを試行。,
SCS-0196,誠信上海アプリ,Honest Shanghai App,data_system,CN,"データフロー, インセンティブ設計",1,全国信用情報共有プラットフォーム,上海市が2017年に導入した市民向け信用情報アプリ。個人の信用スコアを確認し、高スコア者向けの便益を利用可能。地方政府主導のSCS実装事例。,
SCS-0199,連合懲戒報酬システム,Joint Punishment and Reward System,mechanism,CN,"インセンティブ設計, ガバナンス",1,連合懲戒,部門横断での報酬・罰則の連携実施メカニズム。一部門での信用評価が他部門の処遇に影響する制度的連携。2016年に本格導入。,
SCS-0201,睢寧県実験,Suining County Experiment,policy,CN,"インセンティブ設計, ガバナンス",1,栄成市信用実験,江蘇省睢寧県で2010年に開始された中国初の包括的市民信用スコアリング実験。全住民にスコアを付与し、行政サービスへのアクセスを差別化。,
SCS-0203,信用スコア不正操作,Social Credit Score Gaming,phenomenon,CN,データフロー,1,芝麻信用,信用スコアを人為的に引き上げる不正行為。データ闇市場でハッカーがAlipayユーザーのプロフィール情報を偽装してSesame Creditスコアを上げるサービスを提供。,
SCS-0204,商業vs政府信用スコアリング,Commercial vs Government Credit Scoring,theory,CN,"データフロー, 官民関係",1,商業vs政府スコアリングのプライバシー懸念,民間企業（Alibaba/Tencent）と政府による信用スコアリングの並存と相違。民間はサービス利用・消費行動データに基づき、政府は行政記録・法的記録に基づく。,
SCS-0206,中央データリポジトリ,Central Repository of Data,data_system,CN,"データフロー, ガバナンス",1,国家監視インフラ,自然人・法人に関する情報を一元管理する国家データベース。監視・評価・行動変容に使用される。,
SCS-0213,栄成モデル,Rongcheng Model,policy,CN,"インセンティブ設計, ガバナンス",1,ブラックリスト,山東省栄成市のSCSパイロット。上海より踏み込んだ実験を実施。ブラックリスト対象者への社会的・職業的影響を与える罰則を検証。,
SCS-0215,全体主義的監視の潜在性,Totalitarian Surveillance Potential,theory,CN,"データフロー, ガバナンス",1,国家監視インフラ,ユーザーのオンライン行動やソーシャルネットワークを信用スコア算出に使用することで、全体主義的監視ツールになりうるという懸念。,
SCS-0221,面子文化カード戦略,Face Culture Card Strategy,mechanism,CN,インセンティブ設計,1,国家監視インフラ,中国人の面子文化を利用した相互監視・管理効果の達成。恥の文化による行動規制。,
SCS-0226,市民スコア,Citizen Score,data_system,CN,"データフロー, インセンティブ設計",1,国家監視インフラ,個人の日常活動を監視・評価し、信頼性を単一の数値で表す国家レベルの信用スコア構想。,
SCS-0229,アルゴリズム不透明性問題,Algorithm Opacity Problem,phenomenon,CN,"データフロー, ガバナンス",1,アルゴリズムガバナンス,信用スコア算出アルゴリズムの不透明性が透明性と信頼性を損なう問題。人生に影響するスコアには算出方法の透明性が必要。,
SCS-0231,ネットワーク化された恥辱,Networked Shame,theory,CN,"データフロー, インセンティブ設計",1,国家監視インフラ,分散型信頼が監視網による恥辱化に転じるリスク。生活が人気コンテストのようになり、少数のみが高評価を得られる状態。,
SCS-0232,不正者ブラックリスト共有,Cheater Blacklist Sharing,mechanism,CN,"データフロー, インセンティブ設計",1,芝麻信用,Sesame Creditが中国教育部にアプローチし、国家試験でカンニングした学生リストを共有しようとした事例。不正行為への長期的ペナルティ。,
SCS-0241,蘇州桂花スコア,Suzhou Osmanthus Score,mechanism,CN,"インセンティブ設計, 官民関係",1,桂花分（蘇州）,蘇州市政府とアントフィナンシャルの協働。1300万人に適用。高スコアで公共交通・図書館の特典。,
SCS-0244,学校入学拒否,School Admission Denial,phenomenon,CN,インセンティブ設計,1,ブラックリスト,2018年、父親が債務者ブラックリストに掲載されていたため学生の大学入学が拒否された事例。,
SCS-0245,数百のブラックリスト,Hundreds of Blacklists,phenomenon,CN,"データフロー, ガバナンス",1,ブラックリスト,単一ブラックリストではなく、中国全土で数百の地方機関が管理するブラックリストが存在。統合度は地域・部門により異なる。,
SCS-0246,ブラックリスト除去に2-5年,2-5 Year Blacklist Removal,mechanism,CN,インセンティブ設計,1,ブラックリスト,ブラックリストからの除去には通常2-5年を要する。違反の重大性と是正措置により早期除去も可能。,
SCS-0248,システムの集合体,System of Systems,theory,CN,ガバナンス,1,異質な分散システム,SCSは統一されたシステムではなく、多数のイニシアチブを包含する政策フレームワーク、つまり「システムの集合体」として機能。,
SCS-0249,47機関の関与,47 Institutions Involvement,phenomenon,CN,"官民関係, ガバナンス",1,中国人民銀行,SCSの設計・実装には国務院、NDRC、人民銀行を筆頭に47の機関が関与。部分的に矛盾する意図を持つ。,
SCS-0251,社会信用法草案,Social Credit Law Draft,policy,CN,ガバナンス,1,SCS-0453,2020年12月に内部レビュー用の草案が策定された包括的な社会信用法。統一基準の確立を目指す。,
SCS-0254,企業データの4カテゴリ,Four Categories of Corporate Data,data_system,CN,データフロー,1,ブラックリスト,SCSが統合する企業データ：基本情報、行政罰・許可情報、不正情報、レッド/ブラックリスト情報。,
SCS-0255,影響を受ける少数派,Small Minority Affected,phenomenon,CN,インセンティブ設計,1,ブラックリスト,ブラックリスト登載率：企業は年間1-2%、政府機関は0.1%未満、個人は0.15-0.3%。少数への厳しい制裁が抑止効果を発揮。,
SCS-0259,インターネット+監視,Internet Plus Monitoring,policy,CN,"データフロー, ガバナンス",1,国家監視インフラ,「インターネット+監視」は複数のチャネルとメカニズムを使ってデータを収集・監督を合理化する傘概念。SCSの主要データソース。,
SCS-0260,SCSと監視の区別,SoCS vs Surveillance Distinction,theory,INTL,ガバナンス,1,国家監視インフラ,SCSは政治監視を任務としていない。Golden Shield、Skynet、IJOP等のより侵襲的なシステムとは明確に分業。,
SCS-0264,石を摸りながら川を渡る,Crossing the River by Feeling for Stones,theory,CN,ガバナンス,1,頂層設計,CCPが改革導入のリスクを最小化するために漸進的に慎重に進める方式。「摸論」とも呼ばれる。,
SCS-0265,政治的リスク最小化,Political Risk Minimization,mechanism,CN,ガバナンス,1,頂層設計,地方官僚が頂層設計から「より簡単な目標」を選択して実施。企業の誠信は公務員・一般市民より低リスクなため優先される。,
SCS-0273,老賴着信音,Deadbeat Ringtone,phenomenon,CN,インセンティブ設計,1,ブラックリスト,一部県・区がテレコム会社と協力し、ブラックリスト登載者の着信音を「私は老賴です」に変更。社会的圧力による回収促進。,
SCS-0277,量化の3つの波,Three Waves of Quantification,theory,CN,データフロー,1,FICOスコアの世界的影響,第1波：19世紀の人口統計（紙ベース）、第2波：1960年代のコンピュータ化された信用格付け（FICO等）、第3波：ビッグデータによる自動意思決定。,
SCS-0278,50市町村事例研究,50 Municipal Cases Study,phenomenon,CN,ガバナンス,1,パイロット都市制度,2021年時点で2.1億人をカバーする50の市町村SCS事例を分析。41都市が実施済み、38都市が近日実施予定、98都市が計画中。,
SCS-0287,CSCS格付けシステム,CSCS Ratings System,mechanism,CN,インセンティブ設計,1,CSCS完全実装の3要件,CSCSは分野別の格付けを提供。税務はA-B-M-C-D、税関は「認証企業」「一般信用企業」「失信企業」の3段階。統一総合スコアは現時点では未実装。,
SCS-0292,5年データ保存,Five-Year Data Retention,mechanism,CN,データフロー,1,全国信用情報共有プラットフォーム,Draft CSCS Lawにより、行政・司法決定に関する企業信用情報は決定日から5年間保存。,
SCS-0293,信用修復要件,Credit Repair Requirements,mechanism,CN,インセンティブ設計,1,ブラックリスト,Level 2/3ブラックリストの早期除去に必要な5条件：(1)誓約書、(2)登記証明、(3)制裁履行証明、(4)信用研修参加証明、(5)信用報告書。,
SCS-0294,異議申立メカニズム,Objection Filing Mechanism,mechanism,CN,ガバナンス,1,信用中国,企業は信用中国または決定機関に異議申立可能。信用中国経由は限定審査（誤り・脱漏・期限切れ等）、決定機関への直接申立は実質審査。,
SCS-0297,重大失信主体リスト,Heavily Distrusted Entities List,mechanism,CN,インセンティブ設計,1,ブラックリスト,SAMRが準備中の全国ブラックリストに最も近いもの。複数ブラックリスト登載または特に深刻な違反を犯した企業が対象。,
SCS-0303,環境信用金融リンク,Environmental Credit Finance Link,mechanism,CN,"インセンティブ設計, 官民関係",1,環境信用建設,良好な環境信用企業は「積極的信用支援」を受け、低評価企業は厳格な融資条件・是正措置完了まで新規融資不可。,
SCS-0307,異質な分散システム,Heterogeneous Scattered System,phenomenon,CN,ガバナンス,1,システムの集合体,SCSは単一の統一された全国システムではなく、中央・地方レベルで数百の規制と数千の文書に散在する異質なシステム。,
SCS-0310,外部企業行動への影響,External Corporate Behavior Impact,phenomenon,CN,ガバナンス,1,越境法的影響,CSCSは中国国内だけでなく、中国で事業を行う企業の中国外での行動にも直接影響を与える可能性。,
SCS-0313,動的規制メカニズム,Dynamic Regulatory Mechanism,mechanism,CN,"データフロー, ガバナンス",1,国家監視インフラ,全機関がAEOを動的に監督・監視。検査結果を共有し監督の重複を減少。違法・不誠実行為発見時は即座に税関に送信、AEO地位を停止・取消。,
SCS-0323,17万件の管理職就任拒否,170000 Executive Position Denials,phenomenon,CN,インセンティブ設計,1,ブラックリスト,大手雇用主が求職者の信用度を事前確認。17万人以上のブラックリスト登載者が管理職就任を拒否された。,
SCS-0327,ブラックリスト着信音羞辱,Blacklist Ringtone Shaming,mechanism,CN,インセンティブ設計,1,ブラックリスト,一部地域でブラックリスト登載者の携帯着信音を自動的に警告メッセージに変更。友人が電話すると「この人はブラックリストに載っています」と流れる。,
SCS-0333,43都市パイロットプログラム,43 City Pilot Programs,policy,CN,ガバナンス,1,中国人民銀行,2015年以降、NDRCと人民銀行が全国43の都市・都市部でモデル構築パイロットを実施。2018年初頭に12都市がモデル都市に選定・公表。,
SCS-0335,地位再構築の課題,Status Reconstruction Challenge,theory,INTL,インセンティブ設計,1,人間の尊厳,社会信用等級に基づく市民の「地位」再構築の可能性が人間の尊厳に対する深刻な課題を提起。,
SCS-0339,個別調整型監督,Individually Calibrated Supervision,mechanism,CN,"インセンティブ設計, ガバナンス",1,国家監視インフラ,良好評価企業は検査・監督が軽減、低評価企業は検査・監視が増加という個別調整型の政府監督。,
SCS-0344,代替信用データ,Alternative Credit Data,mechanism,CN,データフロー,1,個人信用情報,従来の信用機関に記録のない消費者を評価するための代替データ。オンラインショッピング履歴、電子決済による公共料金支払い履歴、居住安定性、携帯電話番号使用期間等を活用。,
SCS-0346,ビッグデータ信用スコアリング,Big Data Credit Scoring,mechanism,CN,データフロー,1,芝麻信用,複雑なソフトウェアで多様なデータを評価し、パターン識別と債務返済可能性予測を行う手法。芝麻信用は公的機関・金融機関・小売業者からのデータも取得。,
SCS-0352,行政許可グリーンチャネル,Green Channel for Administrative Approvals,mechanism,CN,"インセンティブ設計, 官民関係",1,緑色通道,信用模範者や3年間不良記録のない者に対する行政手続きの優遇措置。書類不備があっても書面保証で先行受理（容缺受理）。,
SCS-0365,液状監視,Liquid Surveillance,theory,INTL,"データフロー, ガバナンス",1,国家監視インフラ,Bauman & Lyon（2013）が提唱した概念。組織的な監視・追跡・分類・確認を通じた国家権力の市民日常生活への浸透。,
SCS-0367,進化するプロジェクトとしてのSCS,SCS as Evolving Project,theory,CN,"データフロー, ガバナンス",1,国家監視インフラ,SCSはデータ管理・分析・監視の領域で発展と課題が同時進行する進化中のプロジェクト。完成した統合システムではない。,
SCS-0369,人権中心の技術規範,Human-Rights-Centric Technology Norms,policy,CN,ガバナンス,1,国家監視インフラ,監視・信用スコアリング技術の許容・不許容使用の定義、国内慣行への反省、抑圧的使用への発言、人権中心規範の国際協力。,
SCS-0371,COVID-19監視注目,COVID-19 Surveillance Spotlight,phenomenon,CN,"データフロー, ガバナンス",1,国家監視インフラ,COVID-19パンデミック中の人口監視アプローチが注目される状況。政治体制と監視・信用スコアリング実践の監督度合いの相互作用がさらなる研究課題。,
SCS-0374,信用ベース規制,Credit-Based Regulation,mechanism,CN,"インセンティブ設計, ガバナンス",1,ダブルランダム・ワン公開,分類/カテゴリー管理、ダブルランダム・ワン公開、信用承諾等の市場規制イノベーションを用いてビジネス環境を最適化。遵法主体の負担軽減と非遵守者への資源集中。,
SCS-0375,信用経済,Trust Economy (Xinyong Economy),theory,CN,ガバナンス,1,2014年綱要,2007年国務院意見と2014年綱要で表明された関連目標。詐欺・偽造・違法行為が蔓延する社会・経済に信頼を構築。「市場経済は信用経済」。,
SCS-0376,NECIPS経営異常名録,NECIPS Abnormal Operations List,mechanism,CN,"データフロー, インセンティブ設計",1,全国信用情報共有プラットフォーム,国家企業信用情報公示システムが管理するリスト。必要情報の未開示、虚偽・不正確・不適時な開示、2016年規則による反復処罰が登載要件。,
SCS-0378,ダブルランダム・ワン公開,Double Random One Disclosure,mechanism,CN,ガバナンス,1,信用ベース規制,検査対象と検査員をランダムに選出し、結果を公開する市場規制イノベーション。信用ベース規制の一環。,
SCS-0379,SCSと企業過剰投資抑制,SCS and Enterprise Overinvestment Reduction,theory,CN,"インセンティブ設計, ガバナンス",1,社会信用システム,社会信用体系構築が企業の過剰投資を抑制するという研究仮説。中国からの準自然実験的証拠に基づく。,
SCS-0386,メディアによるSCSと芝麻信用の混同,Media Conflation of SCS and Sesame Credit,phenomenon,CN,ガバナンス,1,芝麻信用,西洋メディアがSCSの「社会信用スコア」（実際には存在しない）とアリババ系列のAnt Financialが運営する「芝麻信用スコア」を混同している問題。,
SCS-0389,第三領域（官民流動性）,Third Realm (Public-Private Fluidity),theory,CN,"官民関係, ガバナンス",1,アルゴリズムガバナンス,Philip Huangの概念。中央国家と草の根の間を媒介する領域。士紳エリートが地方ガバナンス、徴税、教育に自発的に関与。西洋的な国家-社会二分法は中国には適用不可。,
SCS-0394,名刺代わりの芝麻信用,Sesame Credit as Business Card,phenomenon,JP,"データフロー, 官民関係",1,芝麻信用,中国で芝麻信用の普及が進み、金融サービス以外での利用も拡大。個人・企業の信用力を示す「名刺」代わりとして機能。,
SCS-0396,異業種連携スコアリングモデル開発,Cross-Industry Scoring Model Development,phenomenon,JP,"データフロー, 官民関係",1,J.ScoreとLINE Credit,近年、金融機関が通信事業者や流通事業者等の非金融機関と共同でスコアリングモデルを構築・事業化する動きが加速。,
SCS-0398,ナチス国勢調査データ濫用,Nazi Census Data Abuse,phenomenon,EU,"データフロー, ガバナンス",1,ドイツ情報自己決定権,1930年代ドイツで国勢調査員がパンチカードに国籍、言語、宗教、職業を記録し、ホレリスマシン（IBM子会社製）で処理。ユダヤ人やマイノリティを特定するためにデータが濫用された歴史。,
SCS-0400,EU忘れられる権利,EU Right to be Forgotten,policy,EU,"データフロー, ガバナンス",1,EU一般データ保護規則,2014年EU司法裁判所が確認した権利。Googleに対し、不適切・無関係・もはや関連性のないデータの削除要求に応じることを義務付け。約65.5万件の削除要求があり43.3%が承認。,
SCS-0402,セクター別vs包括的プライバシー規制,Sector-Specific vs Universal Privacy Regulation,theory,INTL,ガバナンス,1,EU・米国プライバシー貿易摩擦,米国とEUのプライバシー規制アプローチの違い。EUは全経済セクターに適用される包括的保護を採用する一方、米国は医療など特定セクターにのみ法律を適用する分野別アプローチを採用。,
SCS-0403,西側諸国による中国社会信用の誤解,Western Misconception of Chinese Social Credit,phenomenon,INTL,ガバナンス,1,社会信用システム,中国の社会信用システムに対する西側諸国の典型的誤解。「全人口を対象としたAIによるディストピア的スーパースコア」というイメージが広まっているが、実際にはそのような中央集権的システムは存在しない。,
